[00-00] "!MissingString!"
[E6-13] "Una pietra consunta ed antica, colpita da diversi fulmini durante un gran temporale migliaia di anni fa."
[E7-13] "Un collare d'argento finemente lavorato. Questo splendido esemplare è in grado di migliorare l'aspetto di chiunque lo indossi."
[E8-13] "Simbolo di potere e comando, chi indossava questa corona otteneva facilmente il rispetto degli altri."
[E9-13] "Il leggendario Bardo Ossian un tempo indossava questo bel mantello. Un grand'uomo, rispettato ed amato dal popolo e dai nobili del suo tempo, il nome d'Ossian è d'ispirazione persino al giorno d'oggi."
[EA-13] "Questo amuleto, foggiato in una lega di rame e argento, è stato incantato per portare buona salute a chi lo indossa."
[EB-13] "Un medaglione creato dal piccolo popolo delle isole meridionali. Molti pensavano che tali amuleti fossero in grado di portare lunga vita e buona salute ai loro possessori."
[EC-13] "Questo recipiente di vetro contiene le lacrime della Regina Medb di Connacht, entrata nel mito per le sue battaglie con l'eroe Cuchulainn."
[ED-13] "Questo amuleto è stato incantato dal Trow Fnarf per sopperire al suo scarso talento musicale."
[EE-13] "Originariamente riportato alla luce tra le rovine dell'antica Tara, questo anello un tempo apparteneva ad un grande musicista e ora è pregno di una parte del suo talento."
[EF-13] "Questa coppa apparteneva un tempo ad un re valoroso. Si dice che le bugie la mandassero in frantumi e che la verità fosse in grado di tenerla unita."
[F0-13] "Il Cardo Dorato, da secoli un simbolo della terra e della sua gente. Questo anello racchiudeva in sé la benedizione della terra, migliorando la salute di chi l'indossava."
[F1-13] "Un antico tomo contenente molti miti e leggende popolari, come ad esempio il ciclo di Fionn che narra delle grandi imprese dei Quattro Fratelli."
[F2-13] "Un antico codice, un tempo ritenuto perduto, contenente leggi e testi religiosi."
[F3-13] "Questo Cannocchiale d'oro fu creato dall'antico alchimista Lyral di Howth. Si dice che permettesse al suo possessore di individuare oggetti di valore presenti nei paraggi."
[F4-13] "Il Mantello un tempo indossato da Broonie, autoproclamatosi Re dei Trow. Certamente il buon vecchio Broonie starà cercando chi gliel'ha rubato."
[F5-13] "Un amuleto che reca il simbolo del dio del mare Llyr. Chiunque l'indossi è protetto dai pericoli."
[F6-13] "Una scheggia della Lia Fail, o 'pietra del destino'. Si dice che tale pietra sia in grado di preannunciare l'arrivo di un Re emettendo un ruggito quando da questi viene calpestata."
[F7-13] "Un normalissimo ratto."
[F8-13] "Una creatura crudele e spietata. Nonostante fosse gracilino, questo ratto era senz'ombra di dubbio il roditore più irascibile che fosse mai esistito."
[F9-13] "Il Mercenario. Con tutte le sue qualità tipiche. Rozzo, insolente e voglioso di scontrarsi con qualcuno."
[FA-13] "Un valoroso Cavaliere, onesto, impavido, nobile, quasi invincibile in battaglia."
[FB-13] "La Guerriera vantava una precisione letale con la balestra e una sorprendende agilità in battaglia. Eguagliava in abilità la maggior parte degli uomini."
[FC-13] "Una grossa roccia e un forte braccio. Il Bruto era estremamente bravo a distruggere qualsiasi cosa gli capitasse davanti."
[FD-13] "L'Elementale del Fuoco. Un inferno di fuoco liquido in ebollizione, molto efficace nel bruciare le cose e in poco altro."
[FE-13] "Un essere scheletrico del Piano del Fuoco, il Colosso era un avversario spaventoso in grado di incenerire molti nemici con un'unica, devastante carica."
[FF-13] "Nonostante la sua fragilità, il Ragno del Tuono era in grado di distruggere molti nemici con scariche di fulmini che non davano il tempo di reagire."
[00-14] "I Knocker sono noti per la loro ingegnosità nel creare fantastici aggeggi e questo non faceva eccezione. I suoi bastoni del fulmine erano in grado di cambiare l'esito di una battaglia in un istante."
[01-14] "Un tempo un impavido cercatore di tesori perduti, l'Esploratore era ancora in grado di trovare segreti e rilevare trappole. Quanto a evitare queste ultime, tuttavia, la questione era ben diversa."
[02-14] "La Fata di Luce. Una curiosa creatura attratta dalla Musica, sempre ben disposta ad illuminare la via quando si è circondati dalle tenebre."
[03-14] "Mai prima d'allora era esistita una creatura come il Gouger, che si nutriva dell'energia vitale dei suoi nemici, curando nel frattempo i suoi alleati."
[04-14] "La Guardia del Corpo aveva giurato di difendere i suoi protetti da ogni tipo di attacco a distanza."
[05-14] "Una pericolosa tentatrice ed assassina, la Furfante attirava a sé i suoi nemici, per scomparire poi in un lampo, lasciandosi dietro solo dolore e morte."
[06-14] "Un esempio vivente di contrasto. Nonostante avesse l'aspetto di una vecchia e crudele strega, la Fattucchiera era un'esperta nell'offrire aiuto ai feriti in battaglia."
[07-14] "Un essere di pura magia, l'Incantratrice poteva usare molti incantesimi benefici per soccorrere i suoi alleati nei momenti di necessità."
[08-14] "Data for 'The Bard's Tale' on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted.  Please insert a memory card (8MB)(for PlayStation®2) that has a saved game for 'The Bard's Tale' that is not corrupted in MEMORY CARD slot 1."
[09-14] ""
[0A-14] "Bar di Finstown"
[0B-14] "Almanacco Druidico"
[0C-14] "Frecce"
[0D-14] ""
[0E-14] "Arco"
[0F-14] "Cervello"
[10-14] "Carbone"
[11-14] "Diario"
[12-14] ""
[13-14] "Corno"
[14-14] "Pantaloni Druidici"
[15-14] "Bottiglia di Birra"
[16-14] "Bulbo Oculare"
[17-14] "Ritratti di Famiglia"
[18-14] "Fertilizzante"
[19-14] "Corno"
[1A-14] "Pranzo Ghiacciato"
[1B-14] "Pantaloni Ghiacciati"
[1C-14] "Ingranaggi"
[1D-14] "Carne"
[1E-14] "Aragosta"
[1F-14] "Vischio"
[20-14] "Souvenir di Stonehenge"
[21-14] "Montone"
[22-14] "Cestino da Picnic"
[23-14] "Ritratto Autografato"
[24-14] "Mantello Rosso"
[25-14] "Pollo Arrosto"
[26-14] "Pantaloni Logori"
[27-14] "Conchiglie"
[28-14] "Libro di Consigli"
[29-14] "Pelle di Pecora"
[2A-14] ""
[2B-14] "Pantaloni"
[2C-14] "Souvenir di Houton"
[2D-14] "Bistecca"
[2E-14] "Costume da bagno"
[2F-14] "Pantaloni Trow"
[30-14] "Vestiti Vichinghi"
[31-14] "Ricercato: Il Bardo!"
[32-14] "Quel bottaio ne vende, di botti!"
[33-14] "Chi l'avrebbe mai detto che i non-morti avessero bisogno di così tante botti?"
[34-14] "'Ste cose le trovo sempre nei posti più impensabili."
[35-14] "Premi il bottone START"
[36-14] "Stai per terminare il gioco e tornare al Menu Principale. Sei sicuro?"
[37-14] "[7B-00]OK"
[38-14] "La Novella del Bardo"
[39-14] "Premi START per iniziare."
[3A-14] "Salva il Gioco"
[3B-14] "Indietro"
[3C-14] "INDIETRO"
[3D-14] "N/A"
[3E-14] "N/A"
[3F-14] ""
[40-14] "Verranno sovrascritti i precedenti Progressi del Capitolo. Sei sicuro?"
[41-14] "Impossibile salvare i Progressi del Capitolo. Premi [7E-00] per continuare."
[42-14] "Impossibile caricare i Progressi del Capitolo. Premi [7E-00] per continuare."
[43-14] "N/A"
[44-14] "Salvataggio..."
[45-14] "Salvare i Progressi del Capitolo?"
[46-14] "Spazio 1"
[47-14] ""
[48-14] "Annulla"
[49-14] "N/A"
[4A-14] "N/A"
[4B-14] "I Progressi del Capitolo sono stati Salvati!"
[4C-14] "I Progressi del Capitolo sono stati Caricati!"
[4D-14] "Non ci sono Progressi da Caricare."
[4E-14] "Vuoi continuare anche senza avere la possibilità di salvare i Progressi del Capitolo?"
[4F-14] "Non ci sono Progressi da Caricare."
[50-14] "Non ci sono Progressi da Caricare."
[51-14] "Non ci sono Progressi da Caricare."
[52-14] "Da quale spazio vuoi caricare i Progressi del Capitolo?"
[53-14] "In quale spazio vuoi salvare i Progressi del Capitolo corrente?"
[54-14] "Impossibile caricare i Progressi del Capitolo. Premi [7E-00] per continuare."
[55-14] "N/A"
[56-14] "Impossibile caricare i Progressi del Capitolo. Premi [7E-00] per continuare."
[57-14] "Progressi del Capitolo"
[58-14] "Caricamento Progressi del Capitolo."
[59-14] "N/A"
[5A-14] "N/A"
[5B-14] "N/A"
[5C-14] "N/A"
[5D-14] "L'Inganno Misterioso"
[5E-14] "Riprova"
[5F-14] "Caricando un salvataggio terminerai il gioco corrente. Vuoi continuare?"
[60-14] "Segrete di Lord Bauer"
[61-14] "Sala da Danza Macabra di Lord Pershing"
[62-14] "Sala per Divinazioni di Lord Merrimont"
[63-14] "Sala dei Discorsi di Lord Apono"
[64-14] "Stanza delle Svolte Sbagliate"
[65-14] "L'Oubliette"
[66-14] "Nicchia segreta di Lord Lokin"
[67-14] "Conservatorio di Lord Fabian"
[68-14] "Il lungo Corridoio"
[69-14] "La Sala degli Zombie"
[6A-14] "Il Covo delle Cose Brutte"
[6B-14] "Il Passaggio dell'Ineluttabile Destino"
[6C-14] "Al Bardo venne in mente che forse una soluzione più magica sarebbe stata di maggior aiuto per affrontare questo problema."
[72-14] "Nuova Area Rivelata!"
[7C-14] "Premi [7D-00] per esamine il ceppo."
[7D-14] "Premi[7D-00] per depredare il cadavere."
[7E-14] "Diario Missioni"
[86-14] "-"
[8F-14] "Questo scrigno sembra essere chiuso a chiave."
[90-14] "Extra"
[91-14] "Extra"
[92-14] "Galleria Artistica"
[93-14] "Galleria Artistica da"
[94-14] "Canzoni"
[95-14] "Canzoni da"
[96-14] "Filmati"
[97-14] "Filmati da"
[98-14] "Galleria Artistica 1"
[99-14] "Galleria Artistica 2"
[9A-14] "Galleria Artistica 3"
[9B-14] "Galleria Artistica 4"
[9C-14] "Galleria Artistica 5"
[9D-14] "Galleria Artistica 6"
[9E-14] "Galleria Artistica 7"
[9F-14] "Galleria Artistica 8"
[A0-14] "Galleria Artistica 9"
[A1-14] "Galleria Artistica 10"
[A2-14] "Birra Birra Birra"
[A3-14] "La Novella del Nuckelavee"
[A4-14] "Sei un prescelto dei folli!"
[A5-14] "Questa è per il Bardo"
[A6-14] "Malasorte - Ogan"
[A7-14] "Malasorte - Lupi"
[A8-14] "Malasorte - Schiavo"
[A9-14] "Malasorte - Prigione"
[AA-14] "Malasorte - Lava Viva"
[AB-14] "Malasorte - Lava Morta"
[AC-14] "Introduzione"
[AD-14] "Finale 1"
[AE-14] "Finale 2"
[AF-14] "Finale 3"
[B0-14] "Parti Tagliate"
[B1-14] "Il Logo della Novella del Bardo"
[B2-14] "Filmato 7"
[B3-14] "Filmato 8"
[B4-14] "Filmato 9"
[E4-14] "Costo Mana:"
[E5-14] "Danno a Distanza:"
[E6-14] "Speciale:"
[E7-14] ""
[E8-14] ""
[E9-14] ""
[EA-14] ""
[EB-14] ""
[EC-14] ""
[ED-14] ""
[EE-14] ""
[EF-14] "Nulla"
[F0-14] "Il Ratto Vorpal si lancia contro i nemici da grandi distanze."
[F1-14] "L'Esploratore si rende utile disarmando trappole e raccogliendo tesori."
[F2-14] "L'Esploratore si rende utile disarmando trappole, aprendo porte segrete e raccogliendo tesori."
[F3-14] "La Fata di Luce non illumina soltanto la via in luoghi oscuri, ma in combattimento può anche accecare i nemici, stordendoli."
[F4-14] "La Fata di Luce non illumina soltanto la via in luoghi oscuri, ma in combattimento può anche accecare i nemici, stordendoli."
[F5-14] "Il Gouger svuota i nemici della loro energia vitale e poi la riutilizza per curare i suoi alleati."
[F6-14] "Il Gouger svuota i nemici della loro energia vitale e poi la riutilizza per curare i suoi alleati."
[F7-14] "Il Ragno del Tuono stordisce gli opponenti con i suoi attacchi elettrici."
[F8-14] "Il Ragno del Tuono stordisce gli opponenti con i suoi attacchi elettrici che si propagano da un nemico all'altro."
[F9-14] "Il Knocker usa delle aste caricate con la potenza dei fulmini per attaccare gruppi interi di nemici."
[FA-14] "Il Knocker usa delle aste caricate con la potenza dei fulmini per attaccare gruppi interi di nemici."
[FB-14] "L'Elementale lancia palle di fuoco, incendiando i nemici presenti nella zona."
[FC-14] "L'Elementale lancia palle di fuoco, incendiando i nemici presenti nella zona."
[FD-14] "Le cariche del Colosso provocano una potente esplosione quando travolgono il bersaglio. Nel combattimento corpo a corpo, il suo possente respiro incenerisce i nemici."
[FE-14] "Le cariche del Colosso provocano una potente esplosione quando travolgono il bersaglio. Nel combattimento corpo a corpo, il suo possente respiro incenerisce i nemici."
[FF-14] "La Fattucchiera cura gli alleati feriti durante il combattimento."
[00-15] "La fattucchiera cura gli alleati feriti durante il combattimento. Inoltre maledice i nemici, costringendoli a correre terrorizzati in preda al panico."
[01-15] "L'Incantatrice usa i suoi mistici poteri per modificare lo scorrere del tempo, strappando i suoi alleati dal gelido abbraccio della morte."
[02-15] "L'Incantatrice usa i suoi mistici poteri per modificare lo scorrere del tempo, strappando i suoi alleati dal gelido abbraccio della morte e rallentando i suoi nemici."
[03-15] "La Guardia del Corpo insulta i nemici armati di armi a distanza, i quali attaccano lui invece dei suoi alleati."
[04-15] "La Guardia del Corpo insulta i nemici armati di armi a distanza, i quali attaccano lui invece dei suoi alleati. Il suo scudo è in grado di assorbire la magia, il che lo rende immune dagli attacchi magici."
[05-15] "La Furfante insulta i nemici che combattono corpo a corpo; questi si scagliano contro di lei, che, evitando l'attacco, li colpisce con i suoi pugnali."
[06-15] "La Furfante insulta i nemici che combattono corpo a corpo; questi si scagliano contro di lei, che, evitando l'attacco, li colpisce con i suoi pugnali avvelenati."
[07-15] "[7D-00] Descrizione"
[08-15] "[7D-00] Statistiche"
[09-15] "Il Nuckelavee"
[10-15] "Premi [83-00] per chiudere il menu."
[11-15] "Premi [84-00] per chiudere il menu."
[12-15] "Premi [85-00] per chiudere il menu."
[13-15] "Premi [86-00] per chiudere il menu."
[14-15] "Rilascia [83-00] per chiudere il menu."
[15-15] "Rilascia [84-00] per chiudere il menu."
[16-15] "Rilascia [85-00] per chiudere il menu."
[17-15] "Rilascia [86-00] per chiudere il menu."
[1A-15] "Addestramento del Cane"
[1B-15] "Consente al Bardo di addestrare il suo cane nella fine arte del combattimento."
[1E-15] "Lugh"
[1F-15] "Mannanan"
[20-15] ""
[21-15] ""
[22-15] "Your saved game is damaged.  Please delete the data for 'The Bard's Tale' from the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 using the browser."
[23-15] ""
[70-15] "Spazio 2"
[71-15] "Spazio 3"
[72-15] "Spazio 4"
[73-15] "Spazio 5"
[74-15] "Riprova"
[75-15] "I Progressi del Capitolo corrente andranno persi. Vuoi continuare?"
[76-15] "Storia di Dounby"
[77-15] "Calice Dorato"
[78-15] "Libro del DunCow"
[79-15] "Atto di proprietà di Houton"
[7A-15] "Pantaloni Colorati"
[7B-15] "Bracciale Antico"
[7C-15] "Spada Incastonata"
[7D-15] "Spada Cerimoniale"
[7E-15] "DannoX100"
[7F-15] "Intoccabile"
[80-15] "Invulnerabile"
[81-15] "Morte Vivente"
[82-15] "Turbo Corsa"
[83-15] "Energia al Massimo"
[84-15] "Extra Sbloccati"
[85-15] "Schermate di Caricamento Segrete"
[86-15] "Sblocca i Livelli"
[87-15] "Tutte le Armi"
[88-15] "Tutte le Melodie"
[89-15] "Tutte le Melodie Migliorate"
[8A-15] "100 pezzi d'Argento"
[8B-15] "Mana Sempre al Massimo"
[8C-15] "Tutti i Manufatti"
[8D-15] "Tutti i Talenti"
[8E-15] "TUTTO!"
[8F-15] "Menu dei Trucchi"
[A8-15] "Bocca di Metallo"
[A9-15] "Nuovo Strumento"
[AA-15] "Nuovo Scudo"
[AB-15] ""
[AC-15] "Tutta/Off"
[AD-15] "Mini/Tutta"
[AE-15] "Ciclica"
[B3-15] "Chiesa di Dounby"
[B4-15] "Imbloccabile"
[B5-15] "-"
[B6-15] "-"
[B7-15] "-"
[B8-15] "-"
[C3-15] "Controlli"
[C4-15] "Controlli per il Gruppo"
[C5-15] "Vista Mappa"
[C6-15] "[7B-00] Difendi"
[C7-15] "[7E-00] Attacca"
[C8-15] "[7D-00] Usa/Azione"
[C9-15] "[7C-00] Salta"
[CA-15] "[83-00], [84-00] Menu Armi"
[CB-15] "[85-00], [86-00] Menu Evocazioni"
[CC-15] "[7F-00], [81-00], [80-00], [82-00] Comandi per il Gruppo"
[CD-15] "Comandi per il Gruppo"
[CE-15] "[09-26] Attacca"
[CF-15] "[0A-26] Difendi"
[D0-15] "[07-26] Blocca"
[D1-15] "[08-26] Chiama"
[D2-15] "Schermata del Personaggio"
[D3-15] "Opzioni"
[D4-15] "Stick Analogico Sinistro"
[D5-15] "Stick Analogico Destro"
[D6-15] "Bottone R3"
[D7-15] "[05-26] Nemico"
[D8-15] "[01-26] Alleato"
[D9-15] "[00-26] Obiettivo"
[DA-15] "[04-26] Bardo"
[DB-15] "[03-26] Uscita"
[DC-15] "Aiuto"
[DD-15] "Pulsante SELECT"
[DE-15] "Pulsante START"
[DF-15] "AIUTO"
[E0-15] "Tasto Mappa"
[E1-15] "Aiuto Controllo"
[E2-15] "Cammina/Corri"
[E3-15] "Controlli Camera"
[E4-15] "Altro"
[E5-15] "Tasto Mappa"
[E6-15] "Proteggi Mell e rintraccia Fnarf."
[E7-15] "Trova un modo per rimanere al caldo."
[E8-15] "Trova le pietre di cui hai bisogno per aprire le porte bloccate."
[E9-15] "Aiuta Hrafn ad ottenere la benevolenza della Valchiria"
[EA-15] ""
[EB-15] ""
[EC-15] ""
[ED-15] ""
[EE-15] ""
[EF-15] "Trova l'entrata per le Miniere dei Firbolg"
[F0-15] "Porta i Minatori Firbolg a Culainn."
[F1-15] "Scorta Bannock alla tua zattera."
[F2-15] "Uccidi Caleigh"
[F3-15] "Uccidi Fionnaoch"
[F4-15] "Trova Silkbeard e parla con lui."
[F5-15] "Libera Finstown dai Vichinghi... se ti va."
[F6-15] "Trova Dugan e chiedigli di MacRath"
[F7-15] "[06-26] Salvataggio"
[F8-15] "Spirito"
[F9-15] "Opzioni Suono"
[FA-15] "Opzioni Suono"
[FB-15] "Volume Principale"
[FC-15] "Volume Ambientale"
[FD-15] "Volume dei Dialoghi"
[FE-15] "Volume SFX"
[FF-15] "Torre di Dounby - Livello 12"
[00-16] "Il Pozzo della Città"
[01-16] "Salva il Gioco"
[02-16] "[7C-00]Cancella"
[05-16] "Malasorte - Bardo"
[95-16] ""
[96-16] ""
[C4-16] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is not initialized for use with this title. Please insert a memory card (8MB)(for PlayStation®2) that is initialized for use with 'The Bard's Tale' in MEMORY CARD slot 1."
[C5-16] "Disegno Sbloccato"
[C6-16] "Canzone Sbloccata"
[C7-16] "Filmato Sbloccato"
[C8-16] "Area del Mondo Sbloccata"
[C9-16] "Galleria Artistica 11"
[04-17] "-"
[05-17] "-"
[07-17] ""
[08-17] ""
[09-17] "Data for 'The Bard's Tale' on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted.  Continue?"
[0A-17] ""
[0B-17] ""
[0C-17] ""
[0D-17] "(Suono Appropriato)"
[0E-17] ""
[0F-17] ""
[10-17] ""
[11-17] ""
[12-17] ""
[13-17] ""
[14-17] ""
[15-17] ""
[16-17] ""
[17-17] ""
[18-17] ""
[19-17] ""
[1A-17] ""
[1B-17] "Effetto Vibrazione"
[1C-17] "Rilevati problemi sul disco. Potrebbe essere sporco o danneggiato...o copiato illegalmente!"
[1D-17] "Cancella"
[1E-17] "Xbox Dashboard"
[24-17] "Levetta Sinistra"
[25-17] "Levetta Destra"
[26-17] "Click Destro"
[27-17] "Pulsante INDIETRO"
[28-17] "Menu Armi"
[29-17] "Grilletto Sinistro, Grilletto Destro"
[2A-17] "Menu Evocazioni"
[2B-17] "Pulsante Bianco, Pulsante Nero"
[2C-17] "grilletto sinitro"
[2D-17] "grilletto destro"
[2E-17] "[84-00]"
[2F-17] "[86-00]"
[37-17] ""
[38-17] ""
[3B-17] "-"
[3E-17] "Tutti i Progressi del Capitolo non salvati andranno persi. Vuoi procedere lo stesso?"
[3F-17] "Tutti i Progressi del Capitolo non salvati andranno persi. Vuoi procedere lo stesso?"
[40-17] "Rilevati problemi sul disco. Potrebbe essere sporco o danneggiato. Premi [7E-00] per continuare."
[41-17] "- danneggiato -"
[42-17] "I Progressi del Capitolo selezionati sono danneggiati e andrebbero cancellati. Puoi scegliere se cancellarli o se continuare senza salvare."
[43-17] "Pulsante Bianco, Pulsante Nero"
[44-17] "Grilletto Sinistro, Grilletto Destro"
[45-17] "Nathan Renich"
[46-17] "Dick Lehrberg"
[47-17] "Vincent Vega"
[48-17] "Tiffany Findley"
[49-17] "Inverti i menu"
[4A-17] "Si è giunti a questo, alla fine. Un uomo solo, poeta e poco di buono, senza amici, nessuno che pianga la sua dipartita, dovesse essa avvenire. Persino quelli che gli stanno di fianco sono dei servitori più che dei compagni, evocati dalla stregoneria e dalla musica, a lui indifferenti e gelidi come la luce di una stella cometa."
[4B-17] "Hai commesso un errore venendo qui."
[4C-17] "Ma per sapere dove si trova, dobbiamo sapere da dove proviene..."
[4D-17] "E per saperlo, dobbiamo iniziare altrove..."
[4E-17] "E non troppo tempo fa. Un uomo semplice era, la mente sveglia e la lingua tagliente, un occhio per le ragazze e un talento nel stare sempre un passo davanti alla legge. Giunse a Houton per suonare le sue canzoni."
[4F-17] "Si ritrovò all'esterno del "Ratto Ubriaco", una locanda di proprietà della vedova Mary MacRary. Il Bardo accordò lo strumento e si apprestò a offrire la sua mercanzia."
[50-17] "E fu così che il Bardo ottenne tutto ciò che il suo cuore aveva sempre desiderato... a spese di tutto il resto del mondo, naturalmente. Qui si conclude la Novella del Bardo. La fine, finalmente... pensavo che non mi sarei mai liberato di lui... non chiedetemi mai più di leggere questa stupida storia."
[51-17] "La promessa d'amore e ricchezze... perduta. La quasi distruzione del mondo come lo conosciamo. Morte, miseria e caos. Sotto il peso di tali avvenimenti molti uomini risulterebbero cambiati, alcuni in meglio, altri in peggio..."
[52-17] "...ma per il Bardo le cose finirono esattamente com'erano cominciate."
[53-17] "Beh, amico mio... siamo di nuovo in affari."
[54-17] "E così il Bardo decise di prendere la strada breve e stretta, che alcuni chiamano 'facile via d'uscita', verso il bar più vicino."
[55-17] "Chi ha mai detto che i non morti non sanno festeggiare?"
[56-17] "Con le disgrazie del mondo chiaramente lontane dalla sua mente, che, non dimentichiamo, ha spazio solo per denaro e donne, il Bardo si godette le sue bevute con i suoi nuovi amici, fino a quando... beh, questa è un'altra storia."
[5C-17] "Premi Esc per chiudere il menu."
[5D-17] "Premi [83-00] per chiudere il menu."
[5E-17] "Premi [84-00] per chiudere il menu."
[5F-17] "Premi [85-00] per chiudere il menu."
[60-17] "Premi [86-00] per chiudere il menu."
[61-17] "Rilascia Esc per chiudere il menu."
[62-17] "Rilascia Esc per chiudere il menu."
[63-17] "Rilascia Esc per chiudere il menu."
[64-17] "Rilascia Esc per chiudere il menu."
[7B-17] "Premi [7D-00] per lasciare questa zona."
[7D-17] "Premi [7D-00] per aprire [02-26]."
[7E-17] "Premi [7D-00] per parlare con [3A-26]."
[7F-17] "Premi [7D-00] per azionare."
[80-17] "Premi [7D-00] per tirare [02-26]."
[81-17] "Premi [7D-00] per lasciare [26-26]."
[82-17] "Premi [7D-00] per entrare [26-26]."
[83-17] "Premi [7D-00] per ascoltare [3A-26]."
[84-17] "Premi [7D-00] per salire di livello."
[85-17] "Premi [7D-00] per attraversare [02-26]."
[86-17] "Premi [7D-00] per accendere [02-26]."
[87-17] "Premi [7D-00] per guardare [02-26]."
[88-17] "Premi [7D-00] per salvare il gioco."
[8B-17] "Premi [7D-00] per depredare [3A-26]."
[8C-17] "Un potente attacco frontale che tramortisce i nemici. Usato in combinazione con l'abilità 'spada'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[8D-17] "Un micidiale attacco frontale. Usato in combinazione con l'abilità 'armi doppie'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[8E-17] "Un violento attacco rotante. Usato in combinazione con l'abilità 'a due mani'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[8F-17] "Un potente attacco rotante che tramortisce i nemici. Usato in combinazione con l'abilità 'mazzafrusto'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[90-17] "Un potente colpo a distanza che trapassa il bersaglio. Usato in combinazione con l'abilità 'a distanza'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[91-17] "Un attacco a distanza che spara una moltitudine di frecce che trapassano i loro bersagli. Usato in combinazione con l'abilità 'a distanza'. Per attivarlo, tieni premuto e poi rilascia il tasto per l'attacco."
[94-17] "Premi [7D-00] per esaminare il ceppo."
[95-17] "Premi [7D-00] per depredare il corpo."
[9A-17] "Premi [83-00] per chiudere il menu."
[9B-17] "Premi [84-00] per chiudere il menu."
[9C-17] "Premi [85-00] per chiudere il menu."
[9D-17] "Premi [86-00] per chiudere il menu."
[9E-17] "Aiuto Controller"
[A1-17] "Levetta"
[A2-17] "Taglia!"
[A3-17] "Taglia! Taglia! Idiota!"
[A4-17] "OK, riproviamoci. Pronto?"
[A5-17] "Risparmia le tue canzoni per le pecore, cantantucolo - Ahhhhh!"
[A6-17] "Nessuno è mai come vorremmo che fosse. Fatti furbo: conosci qualcuno e poi fatti un'opinione su di lui."
[A7-17] "Spiacente, Gesù.  Nel medioevo non c'erano telefoni cellulari ."
[A8-17] "Parti Tagliate"
[A9-17] "-"
[CE-17] "-"
[CF-17] "la ragazza"
[D0-17] "- nuovo -"
[D1-17] "I Progressi del Capitolo sono corrotti!"
[D2-17] "Non è presente sufficiente spazio per salvare i tuoi progressi. Hai bisogno di almeno 65Kb di spazio libero per salvarli."
[D3-17] ""
[D4-17] ""
[D5-17] ""
[D6-17] ""
[D7-17] ""
[D8-17] ""
[D9-17] ""
[DA-17] ""
[DB-17] ""
[DC-17] "Evoca 16 differenti creature!"
[DD-17] "Infastidisci oltre 100 NPC"
[DE-17] "Oltre 20 ore di gioco!"
[DF-17] "Tonnellate di risate!"
[E0-17] "Visita www.legacyofdewos.it"
[E1-17] "Traduzioni Videogame Pc e Console"
[E2-17] "Capitolo I"
[E3-17] "Capitolo VI"
[E4-17] ""
[E5-17] ""
[E6-17] ""
[E7-17] ""
[E9-17] "Barili sfasciabili!"
[EA-17] "Tutti sfasciabili!"
[EB-17] "Menu dei tasti:"
[EC-17] "Inverti"
[ED-17] "Tieni"
[01-18] "Un potente attacco frontale che tramortisce i nemici. Usato in combinazione con l'abilità 'spada'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[02-18] "Un micidiale attacco frontale. Usato in combinazione con l'abilità 'armi doppie'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[03-18] "Un violento attacco rotante. Usato in combinazione con l'abilità 'a due mani'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[04-18] "Un potente attacco rotante che tramortisce i nemici. Usato in combinazione con l'abilità 'mazzafrusto'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[05-18] "Un potente colpo a distanza che trapassa il bersaglio. Usato in combinazione con l'abilità 'a distanza'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[06-18] "Un attacco a distanza che spara una moltitudine di frecce che trapassano i loro bersagli. Usato in combinazione con l'abilità 'a distanza'. (Per attivarlo, tieni premuto e poi rilascia il pulsante per l'attacco.)"
[07-18] "Un potente attacco frontale che tramortisce i nemici. Usato in combinazione con l'abilità 'spada'. (Per attivarlo, premi il pulsante per l'attacco speciale.)"
[08-18] "Un micidiale attacco frontale. Usato in combinazione con l'abilità 'armi doppie'. (Per attivarlo, premi il pulsante per l'attacco.)"
[09-18] "Un violento attacco rotante. Usato in combinazione con l'abilità 'a due mani'. (Per attivarlo, premi il pulsante per l'attacco speciale.)"
[0A-18] "Un potente attacco rotante che tramortisce i nemici. Usato in combinazione con l'abilità 'mazzafrusto'. (Per attivarlo, premi il pulsante per l'attacco speciale.)"
[0B-18] "Un potente colpo a distanza che trapassa il bersaglio. Usato in combinazione con l'abilità 'a distanza'. (Per attivarlo, premi il pulsante per l'attacco speciale.)"
