[00-00] "!MissingString!"
[15-15] "Release [84-00] to close the menu."
[16-15] "Release [85-00] to close the menu."
[17-15] "Release [86-00] to close the menu."
[1A-15] "Dog Training"
[1B-15] "Allows the Bard to train his dog in the fine art of combat."
[1E-15] "Lugh"
[1F-15] "Mannanan"
[20-15] "The analog controller (DUALSHOCK®2) is not detected.  Please insert an analog contoller (DUALSHOCK®2) into controller port 1."
[21-15] "Save failed!  Please check memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1."
[22-15] "Your saved game is damaged.  Please delete the data for \"The Bard's Tale\" from the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 using the browser."
[23-15] "Format failed!  Please check memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1."
[70-15] "Slot 2"
[71-15] "Slot 3"
[72-15] "Slot 4"
[73-15] "Slot 5"
[74-15] "Retry"
[75-15] "Your current Chapter Progress will be lost. Are you sure?"
[76-15] "History of Dounby"
[77-15] "Golden Chalice"
[78-15] "Book of the DunCow"
[79-15] "Houton Land Deed"
[7A-15] "Fancy Pants"
[7B-15] "Ancient Bracelet"
[7C-15] "Jeweled Sword"
[7D-15] "Ceremonial Sword"
[7E-15] "DamageX100"
[7F-15] "Can't be Struck"
[80-15] "Can't be Hurt"
[81-15] "Walking Death"
[82-15] "Turbo Run"
[83-15] "Full Health"
[84-15] "Extras Unlocked"
[85-15] "Secret Load Screens"
[86-15] "Unlock Levels"
[87-15] "All Weapons"
[88-15] "All Tunes"
[89-15] "All Tune Upgrades"
[8A-15] "100 Silver"
[8B-15] "Mana Always Full"
[8C-15] "All Tokens"
[8D-15] "All Talents"
[8E-15] "Everything"
[8F-15] "Cheat Menu"
[A8-15] "Metal Mouth"
[A9-15] "New Instrument"
[AA-15] "New Shield"
[AB-15] "Mini/Off"
[AC-15] "Full/Off"
[AD-15] "Mini/Full"
[AE-15] "Cycle"
[B3-15] "Dounby Kirk"
[B4-15] "Unblockable"
[B5-15] "-"
[B6-15] "-"
[B7-15] "-"
[B8-15] "-"
[C3-15] "Controls"
[C4-15] "Party Controls"
[C5-15] "Map View"
[C6-15] "[7B-00] Defend"
[C7-15] "[7E-00] Attack"
[C8-15] "[7D-00] Use/Action"
[C9-15] "[7C-00] Jump"
[CA-15] "[83-00], [84-00] Weapon Menus"
[CB-15] "[85-00], [86-00] Summon Menus"
[CC-15] "[7F-00], [81-00], [80-00], [82-00] Party Commands"
[CD-15] "Party Commands"
[CE-15] "[09-26] Attack"
[CF-15] "[0A-26] Defend"
[D0-15] "[07-26] Stay"
[D1-15] "[08-26] Come"
[D2-15] "Character Sheet"
[D3-15] "Options"
[D4-15] "Left analog stick"
[D5-15] "Right analog stick"
[D6-15] "R3 button"
[D7-15] "[05-26]Enemy"
[D8-15] "[01-26]Friend"
[D9-15] "[00-26]Goal"
[DA-15] "[04-26]Bard"
[DB-15] "[03-26]Door"
[DC-15] "Help"
[DD-15] "SELECT button"
[DE-15] "START button"
[DF-15] "HELP"
[E0-15] "Map Key"
[E1-15] "Controller Help"
[E2-15] "Walk/Run"
[E3-15] "Camera Control"
[E4-15] "Other"
[E5-15] "Map Key"
[E6-15] "Keep Mell safe and track down Fnarf."
[E7-15] "Find a way to keep warm."
[E8-15] "Locate the stones needed to open the locked doors."
[E9-15] "Help Hrafn gain favor with the Valkyrie."
[EA-15] ""
[EB-15] ""
[EC-15] ""
[ED-15] ""
[EE-15] ""
[EF-15] "Locate the entrance to the Firbolg Mines."
[F0-15] "Bring the Firbolg Miners to Culainn."
[F1-15] "Escort Bannock to your raft."
[F2-15] "Kill Caleigh."
[F3-15] "Kill Fionnaoch."
[F4-15] "Find and talk to Silkbeard."
[F5-15] "Liberate Finstown from the Vikings... if you feel like it."
[F6-15] "Find Dugan and ask him about MacRath."
[F7-15] "[06-26]Save"
[F8-15] "Spirit"
[F9-15] "Sound Options"
[FA-15] "Sound Options"
[FB-15] "Master Volume"
[FC-15] "Ambient Volume"
[FD-15] "Dialogue Volume"
[FE-15] "SFX Volume"
[FF-15] "Dounby Tower, Level 12"
[00-16] "The Town Well"
[01-16] "Save Game"
[02-16] "[7C-00]Cancel"
[05-16] "Bad Luck - Bard"
[95-16] "Format aborted! Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has changed."
[96-16] "Format aborted! Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has been removed."
[C4-16] "The memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 is not initialized for use with this title. Please insert a memory card (8MB)(for PlayStation®2) that is initialized for use with \"The Bard's Tale\" in MEMORY CARD slot 1."
[C5-16] "Art Unlocked"
[C6-16] "Song Unlocked"
[C7-16] "Movie Unlocked"
[C8-16] "World Area Unlocked"
[C9-16] "Art Gallery 11"
[04-17] "-"
[05-17] "-"
[07-17] "No memory card (8MB)(for PlayStation®2) inserted in MEMORY CARD slot 1.  If you wish to save your game data, insert a memory card (8MB)(for PlayStation®2) with at least 389KB of free space.  Continue without saving?"
[08-17] "There is insufficient space in the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1.  To save the data, at least 389KB of free space must be available.  Continue?"
[09-17] "Data for \"The Bard's Tale\" on the memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 appears to be corrupted.  Continue?"
[0A-17] ""
[0B-17] ""
[0C-17] ""
[0D-17] "(Appropriate Sound)"
[0E-17] ""
[0F-17] ""
[10-17] ""
[11-17] ""
[12-17] ""
[13-17] ""
[14-17] ""
[15-17] ""
[16-17] ""
[17-17] ""
[18-17] ""
[19-17] ""
[1A-17] ""
[1B-17] "Controller Vibration"
[1C-17] "There's a problem with the disc you're using. It may be dirty or damaged."
[1D-17] "Delete"
[1E-17] "Xbox Dashboard"
[24-17] "Left Thumbstick"
[25-17] "Right Thumbstick"
[26-17] "Click the Right"
[27-17] "BACK button"
[28-17] "Weapon Menus"
[29-17] "Left Trigger, Right Trigger"
[2A-17] "Summon Menus"
[2B-17] "White Button, Black Button"
[2C-17] "left trigger"
[2D-17] "right trigger"
[2E-17] "[84-00]"
[2F-17] "[86-00]"
[37-17] "Save aborted! Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has changed."
[38-17] "Save aborted! Memory card (8MB)(for PlayStation®2) in MEMORY CARD slot 1 has been removed."
[3B-17] "-"
[3E-17] "All unsaved Chapter Progress will be lost.  Are you sure?"
[3F-17] "All unsaved Chapter Progress will be lost.  Are you sure?"
[40-17] "There's a problem with the disc you're using. It may be dirty or damaged. Press [7E-00] to continue."
[41-17] "- damaged -"
[42-17] "The selected Chapter Progress is damaged and should be deleted. You may choose to delete it or continue without loading."
[43-17] "White Button, Black Button"
[44-17] "Left Trigger, Right Trigger"
[45-17] "Nathan Renich"
[46-17] "Dick Lehrberg"
[47-17] "Vincent Vega"
[48-17] "Tiffany Findley"
[49-17] "Swap Hot Menus"
[4A-17] "It had come to this, at last.  One man, a poet and a rogue, with no friends to speak of, no one to mourn his passing should it come to that.  Even those beside him are no more boon companions than bondservants, summoned by sorcery and song, as cold and indifferent to him as the light of a wandering star."
[4B-17] "You've made a mistake in coming here."
[4C-17] "But to know where he is, we need to know where he is from..."
[4D-17] "And to know that, we've got to begin elsewhere..."
[4E-17] "And not that long ago. A simple man he was, with a quick wit and a sharp tongue, an eye for the lasses and a talent for keeping one step ahead of the law, come to Houton to play his tunes and make his way."
[4F-17] "He found himself standing outside the The Drunken Rat, a public house owned by the Widow Mary MacRary. The Bard readied his instrument and prepared to ply his trade."
[50-17] "So it was the Bard obtained everything his heart had ever desired... at the expense of the rest of the world of course. Thus concludes the Bard's Tale. Finally the end... I thought I'd never be rid of him... never ask me to read this halfwit's story again"
[51-17] "The promise of love and riches, lost. The near destruction of the world as we know it. Death, misery and chaos. Under the weight of such trials most men would emerge changed, some for the better and some for the worse..."
[52-17] "...but for the Bard, things ended the same way they began."
[53-17] "Well my friend, we're back in business."
[54-17] "So the Bard decided to take the short and narrow road, otherwise known as the easy way out, to the nearest bar."
[55-17] "Who says the undead don't know how to party?"
[56-17] "With the plight of the world obviously far from his mind, which by all accounts, only has room for coin and cleavage, the Bard enjoyed his drinks with his newfound friends, that is until... well that is another story."
[5C-17] "Press Esc to close the menu."
[5D-17] "Press [83-00] to close the menu."
[5E-17] "Press [84-00] to close the menu."
[5F-17] "Press [85-00] to close the menu."
[60-17] "Press [86-00] to close the menu."
[61-17] "Release Esc to close the menu."
[62-17] "Release Esc to close the menu."
[63-17] "Release Esc to close the menu."
[64-17] "Release Esc to close the menu."
[7B-17] "Press [7D-00] to leave area."
[7D-17] "Press [7D-00] to open [02-26]."
[7E-17] "Press [7D-00] to speak with [3A-26]."
[7F-17] "Press [7D-00] to use."
[80-17] "Press [7D-00] to pull [02-26]."
[81-17] "Press [7D-00] to leave [26-26]."
[82-17] "Press [7D-00] to enter [26-26]."
[83-17] "Press [7D-00] to listen to [3A-26]."
[84-17] "Press [7D-00] to level up."
[85-17] "Press [7D-00] to cross [02-26]."
[86-17] "Press [7D-00] to light [02-26]."
[87-17] "Press [7D-00] to look at [02-26]."
[88-17] "Press [7D-00] to save game."
[8B-17] "Press [7D-00] to loot [3A-26]."
[8C-17] "A powerful charging attack which stuns enemies. Used with the sword skill. Hold and release the attack button to activate."
[8D-17] "A deadly charging attack. Used with the dual wield skill. Hold and release the attack button to activate."
[8E-17] "A damaging spinning attack. Used with the two-handed weapon skill. Hold and release the attack button to activate."
[8F-17] "A powerful spinning attack which stuns enemies. Used with the flail skill. Hold and release the attack button to activate."
[90-17] "A powerful ranged shot which passes through its target. Used with the ranged skill. Hold and release the attack button to activate."
[91-17] "A ranged attack that fires multiple arrows which pass through their targets. Used with the ranged skill. Hold and release the attack button to activate."
[94-17] "Press [7D-00] to examine the stump."
[95-17] "Press [7D-00] to loot the corpse."
[9A-17] "Press [83-00] to close the menu."
[9B-17] "Press [84-00] to close the menu."
[9C-17] "Press [85-00] to close the menu."
[9D-17] "Press [86-00] to close the menu."
[9E-17] "Controller Help"
[A1-17] "Thumbstick"
[A2-17] "Cut!"
[A3-17] "Cut! Cut! Idiot!"
[A4-17] "OK, here we go again.  Ready?"
[A5-17] "Save yer singin' for the sheep, you croonin' - Ahhhhh!"
[A6-17] "No one's ever all they're supposed to be. Play it smart; get to know a man and then decide for yourself what kind of person he is."
[A7-17] "Sorry, Jesus.  They didnt have mobile phones in the medieval times."
[A8-17] "Outtakes"
[A9-17] "-"
[CE-17] "-"
[CF-17] "the girl"
[D0-17] "- new -"
[D1-17] "Chapter Progress is corrupted!"
[D2-17] "There is not enough disk space to save your progress.  You need at least 65KB of free disk space to save progress data."
[D3-17] ""
[D4-17] ""
[D5-17] ""
[D6-17] ""
[D7-17] ""
[D8-17] ""
[D9-17] ""
[DA-17] ""
[DB-17] "The Bard's Tale"
[DC-17] "Summon 16 different creatures!"
[DD-17] "Annoy over 100 NPC's!"
[DE-17] "Over 20 hours of game play!"
[DF-17] "Barrels of laughs!"
[E0-17] "Visit www.TheBardsTale.com"
[E1-17] "Available in stores March 2005."
[E2-17] "Chapter I"
[E3-17] "Chapter VI"
[E4-17] ""
[E5-17] ""
[E6-17] ""
[E7-17] ""
[E9-17] "Breakable Barrels!"
[EA-17] "All of them Breakable!"
[EB-17] "Hotkey Menus:"
[EC-17] "Swap"
[ED-17] "Hold"
[01-18] "A powerful charging attack which stuns enemies. Used with the sword skill. (Hold and release the attack button to activate.)"
[02-18] "A deadly charging attack. Used with the dual wield skill. (Hold and release the attack button to activate.)"
[03-18] "A damaging spinning attack. Used with the two-handed weapon skill. (Hold and release the attack button to activate.)"
[04-18] "A powerful spinning attack which stuns enemies. Used with the flail skill. (Hold and release the attack button to activate.)"
[05-18] "A powerful ranged shot which passes through its target. Used with the ranged skill. (Hold and release the attack button to activate.)"
[06-18] "A ranged attack that fires multiple arrows which pass through their targets. Used with the ranged skill. (Hold and release the attack button to activate.)"
[07-18] "A powerful charging attack which stuns enemies. Used with the sword skill. (Click the special attack button to activate.)"
[08-18] "A deadly charging attack. Used with the dual wield skill. (Click the attack button to activate.)"
[09-18] "A damaging spinning attack. Used with the two-handed weapon skill. (Click the special attack button to activate.)"
[0A-18] "A powerful spinning attack which stuns enemies. Used with the flail skill. (Click the special attack button to activate.)"
[0B-18] "A powerful ranged shot which passes through its target. Used with the ranged skill. (Click the special attack button to activate.)"
[0C-18] "A ranged attack that fires multiple arrows which pass through their targets. Used with the ranged skill. (Click the special attack button to activate.)"
[13-18] "Exit Game"
[14-18] "Exit The Bard's Tale.  Are you sure?"
[15-18] "Controls Options"
[16-18] "Video Options"
[17-18] "Use mouse"
[18-18] "Use gamepad"
[19-18] "Modify Controls"
[1A-18] "Attack"
[1B-18] "[09-26]"
[1C-18] "[07-26] [08-26]"
[1D-18] "[0A-26]"
[1E-18] "Defend"
[1F-18] "Stay"
[20-18] "Come"
[21-18] "Play Tutorial"
[22-18] "Play Mountain Tomb"
[23-18] "DEMO"
[24-18] "Exit Demo"
[25-18] "Esc"
[26-18] "Tab"
[27-18] "F"
[28-18] "Q"
[29-18] "X"
[2A-18] "Space"
[2B-18] "Left Mouse"
[2C-18] "Right Mouse Button"
[2D-18] "Click:"
[2E-18] "Hold:"
[2F-18] "Double-Click:"
[30-18] "Move to spot"
[31-18] "Follow Pointer"
[32-18] "Follow Lock"
[33-18] "Rotate:"
[34-18] "Zoom:"
[35-18] "Z, C"
[36-18] "G, B or Wheel"
[37-18] "Hot Menus"
[38-18] "Sub Hot Menus"
[39-18] "Close Menu:"
[3A-18] "W"
[3B-18] ": A S D :"
[3C-18] "Weapons"
[3D-18] "Artifacts"
[3E-18] "Summons"
[3F-18] "Up"
[40-18] "Down"
[41-18] "Left"
[42-18] "Right"
[43-18] "Attack"
[44-18] "Stay"
[45-18] "Come"
[46-18] "Back Off"
[47-18] "Left-Shift"
[48-18] "Left Shift Key plus:"
[49-18] "Map View:"
[4A-18] "Quick Heal:"
[4B-18] "Defend:"
[4C-18] "Use/Action:"
[4D-18] "Attack:"
[4E-18] "Pause:"
[4F-18] "Stats/Info:"
[50-18] "Party Commands"
[51-18] "[05-26] Requires item"
[52-18] "[05-26]"
[53-18] "R"
[54-18] "A, D"
[55-18] "W, S"
[56-18] "Esc"
[57-18] "Left Ctrl Key plus:"
[5A-18] "Function Keys"
[5B-18] "Up"
[5C-18] "Down"
[5D-18] "Left"
[5E-18] "Right"
[5F-18] "Alternate Functions"
[60-18] "Camera"
[61-18] "Party Commands"
[62-18] "Hot Menus"
[63-18] "The Bard"
[64-18] "Movement"
[65-18] "Attack"
[66-18] "Block"
[67-18] "Use/Action"
[68-18] "Quick Heal"
[69-18] "Interface"
[6A-18] "Map"
[6B-18] "Character Sheet"
[6C-18] "Menu/Skip"
[6D-18] "Party Commands"
[6E-18] "Aggressive"
[6F-18] "Defensive"
[70-18] "Stay"
[71-18] "Come"
[72-18] "Hot Menus"
[73-18] "Weapons"
[74-18] "Special"
[75-18] "Summons"
[76-18] "Artifact"
[77-18] "Camera"
[78-18] "Zoom In"
[79-18] "Zoom Out"
[7A-18] "Rotate Left"
[7B-18] "Rotate Right"
[7C-18] "In/Out"
[7D-18] "Left/Right"
[7E-18] "Erase"
[7F-18] "Assign"
[80-18] "Make primary"
[81-18] "[7D-00]Restore default controls"
[82-18] "Select an action to take on this control mapping or press the Esc key to cancel."
[83-18] "Press desired key or mouse button to assign to this function or press the Esc key to cancel."
[84-18] "Press desired game pad button to assign to this function or press the Esc key to cancel."
[85-18] "Move desired game pad input axis to assign to this function or press the Esc key to cancel."
[86-18] "Move desired mouse input axis to assign to this function or press the Esc key to cancel."
[87-18] "Tab"
[88-18] "Caps Lock"
[89-18] "LeftShift"
[8A-18] "RightShift"
[8B-18] "LeftCtrl"
[8C-18] "RightCtrl"
[8D-18] "LeftAlt"
[8E-18] "RightAlt"
[8F-18] "Space"
[90-18] "Enter"
[91-18] "Backspace"
[92-18] "Home"
[93-18] "End"
[94-18] "Insert"
[95-18] "Delete"
[96-18] "PgUp"
[97-18] "PgDn"
[98-18] "Are you sure you want to restore the default control mappings and lose any custom controls you've assigned?"
[99-18] "Esc"
[9A-18] "Numpad"
[9B-18] "Num Lock"
[9C-18] "Scroll Lock"
[9D-18] "Left arrow"
[9E-18] "Right arrow"
[9F-18] "Up arrow"
[A0-18] "Down arrow"
[A1-18] "Mouse X"
[A2-18] "Mouse Y"
[A3-18] "Mouse Wheel"
[A4-18] "Mouse Button"
[A5-18] "Axis"
[A6-18] "Button"
[A7-18] "(primary)"
[A8-18] "Could not initialize Direct3D. Please ensure the latest version of DirectX is correctly installed on your system."
[A9-18] "Could not find a compatible Direct3D device. Remember, your graphics card must support at least DirectX Vertex Shader version 1.1"
[AA-18] "This game cannot run in a desktop window with the current display settings. Please change your desktop settings to a 16- or 32-bit display mode and re-run this game."
[AB-18] "No hardware-accelerated Direct3D devices were found."
[AC-18] "The Bard's Tale requires functionality that is not available on your Direct3D hardware accelerator."
[AD-18] "Your Direct3D hardware accelerator cannot render into a window."
[AE-18] "Your Direct3D hardware accelerator cannot render into a window with the current desktop display settings."
[AF-18] "The Bard's Tale requires functionality not available on your Direct3D hardware accelerator with the current desktop display settings."
[B0-18] "Could not reset the Direct3D device."
[B1-18] "Not enough memory."
[B2-18] "Not enough video memory."
[B3-18] "The Bard's Tale will now exit."
[B4-18] "File not found."
[B5-18] "Could not access file. File might be set for read-only access."
[B6-18] "Error reading file."
[B7-18] "File not found on disc."
[B8-18] "Could not access file. Disc may be dirty or damaged."
[B9-18] "Error reading file. Disc may be dirty or damaged."
[BA-18] "To exit The Bard's Tale, press the Enter/Return key."
[BB-18] "Could not access file. File might be in use by another application."
[BC-18] "Play Demo"
[BD-18] "*To change the screen resolution, exit the demo and run \"The Bard's Demo Setup\" utility from the Start Menu."
[BE-18] "Shutting down..."
[BF-18] "Please insert disc [02-26], then select 'Disc Ready'."
[C0-18] "Checking the disc...  Please wait."
[C1-18] "The data was not found.  Please verify that the correct disc is inserted then reselect 'Disk Ready'."
[C2-18] "Disc Ready"
[C3-18] "Please insert The Bard's Tale disc."
[C5-18] "Alternate Controls"
[C6-18] "Attack"
[C7-18] "Block"
[C8-18] "Use"
[C9-18] "Back"
[CA-18] "Artifact"
[CB-18] "Summons"
[CC-18] "Weapons"
[CD-18] "Special"
[CE-18] "GAMEPAD"
[CF-18] "KEYBOARD"
[D0-18] ""
[D1-18] "Up/Down"
[D2-18] "Left/Right"
[D3-18] "Aggressive"
[D4-18] "Defensive"
[D5-18] "Stay"
[D6-18] "Come"
[D7-18] "Directional"
[D8-18] "Zoom"
[D9-18] "Rotate"
[DA-18] "KEYBOARD / MOUSE"
[DB-18] "Restore default controls"
[DC-18] "The gamepad is not detected."
[DD-18] "Found gamepad."
[DE-18] "Mouse"
[DF-18] "Gamepad"
[E0-18] "Mouse/Gamepad"
[E1-18] "[7D-00]Restore default"
[E2-18] "Restore default"
[F8-18] "[01-26]"
[F9-18] "Performance Options"
[FA-18] "Character Shadows"
[FB-18] "Particles"
[FC-18] "Alpha Blending"
[FD-18] "Fading Objects"
[FE-18] "None"
[FF-18] "Some"
[00-19] "Most"
[01-19] "All"
[02-19] "World Lighting"
[06-19] "Press desired key to assign to this function or press the Esc key to cancel."
